#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2
1,Adam Ottavino,493603,1247,1247,7037,*01sgi*,NYM,RP,RP,Ottavino,Adam,Ottavino,Adam
2,Matt Moore,519043,1890,1890,8029,*01fug*,LAA,RP,RP,Moore,Matt,Moore,Matt
3,Clayton Kershaw,477132,2036,2036,7150,*005ih*,LAD,SP,SP,Kershaw,Clayton,Kershaw,Clayton
4,David Peralta,444482,2136,2136,8801,*03d1m*,SD,OF,OF,Peralta,David,Peralta,David
5,Carlos Santana,467793,2396,2396,7514,*01cfr*,MIN,1B,1B,Santana,Carlos,Santana,Carlos
6,Cory Rasmus,474284,2413,,8492,,TB,RP,RP,Rasmus,Cory,Rasmus,Cory
7,Lance Lynn,458681,2520,2520,7766,*01s94*,STL,SP,SP,Lynn,Lance,Lynn,Lance
8,Tommy Pham,502054,2967,2967,8919,*025fx*,STL,OF,OF,Pham,Tommy,Pham,Tommy
9,Kenley Jansen,445276,3096,3096,7931,*01svz*,BOS,RP,RP,Jansen,Kenley,Jansen,Kenley
10,Max Scherzer,453286,3137,3137,6837,*004ee*,TEX,SP,SP,Scherzer,Max,Scherzer,Max
11,T.J. McFarland,519008,3237,3237,8445,*02nho*,OAK,RP,RP,McFarland,T.J.,McFarland,T.J.
12,Anthony Rizzo,519203,3473,3473,8018,*01sea*,NYY,1B,1B,Rizzo,Anthony,Rizzo,Anthony
13,Liam Hendriks,521230,3548,3548,8170,*01ub8*,BOS,RP,RP,Hendriks,Liam,Hendriks,Liam
14,Matt Buschmann,501936,3832,,9343,,TOR,P,P,Buschmann,Matt,Buschmann,Matt
15,Justin Wilson,458677,4301,4301,8007,*025ko*,CIN,RP,RP,Wilson,Justin,Wilson,Justin
16,Joey Votto,458015,4314,4314,5283,*00031*,TOR,1B,1B,Votto,Joey,Votto,Joey
17,Tyler Chatwood,543022,4338,4338,8005,*01sfa*,ARI,RP,RP,Chatwood,Tyler,Chatwood,Tyler
18,Charlie Morton,450203,4676,4676,6918,*005jn*,ATL,SP,SP,Morton,Charlie,Morton,Charlie
19,Rich Hill,448179,4806,4806,5831,,BOS,SP,SP,Hill,Rich,Hill,Rich
20,Jason Heyward,518792,4940,4940,7112,*01c5o*,LAD,OF,OF,Heyward,Jason,Heyward,Jason
21,Giancarlo Stanton,519317,4949,4949,7789,*01cdf*,NYY,OF,OF,Stanton,Giancarlo,Stanton,Giancarlo
22,Jake Diekman,518617,5003,5003,8282,*02iya*,FA,RP,RP,Diekman,Jake,,
23,Anthony Gose,543238,5097,5097,7938,*01sha*,CLE,RP,RP,Gose,Anthony,Gose,Anthony
24,Justin Turner,457759,5235,5235,7742,*01lum*,SEA,1B,1B/3B,Turner,Justin,Turner,Justin
25,Robbie Grossman,543257,5254,5254,8471,*01seb*,TEX,OF,OF,Grossman,Robbie,Grossman,Robbie
26,Sandy Leon,506702,5273,5273,8285,*02jtq*,ATL,C,C,Leon,Sandy,León,Sandy
27,Brandon Crawford,543063,5343,5343,8076,*01sdl*,STL,SS,SS,Crawford,Brandon,Crawford,Brandon
28,Freddie Freeman,518692,5361,5361,7793,*01cgo*,LAD,1B,1B,Freeman,Freddie,Freeman,Freddie
29,Jose Altuve,514888,5417,5417,8116,*024m0*,HOU,2B,2B,Altuve,Jose,Altuve,Jose
30,Jesse Chavez,445926,5448,5448,6704,*013ip*,ATL,RP,RP,Chavez,Jesse,Chavez,Jesse
31,Kyle Higashioka,543309,5517,5517,9470,*01usr*,SD,C,C,Higashioka,Kyle,Higashioka,Kyle
32,Ryan Brasier,518489,5615,5615,8481,*021jb*,LAD,RP,RP,Brasier,Ryan,Brasier,Ryan
33,Hernan Perez,541650,5751,5751,8317,*021wf*,CIN,SS,1B/2B/ SS/3B/ O,Perez,Hernan,Pérez,Hernán
34,Wilmer Flores,527038,5827,5827,7538,*01cgt*,SF,1B/3B,1B/3B,Flores,Wilmer,Flores,Wilmer
35,Leury Garcia,544725,5913,5913,8440,,ATL,2B,2B/SS/ 3B/OF,Garcia,Leury,Garcia,Leury
36,J.D. Martinez,502110,6184,6184,8122,*02334*,NYM,DH,DH,Martinez,J.D.,Martinez,J.D.
37,Alex Cobb,502171,6562,6562,8058,*01seh*,CLE,SP,SP,Cobb,Alex,Cobb,Alex
38,Carlos Carrasco,471911,6632,6632,7183,*01as6*,CLE,SP,SP,Carrasco,Carlos,Carrasco,Carlos
39,Craig Kimbrel,518886,6655,6655,7760,*01scl*,BAL,RP,RP,Kimbrel,Craig,Kimbrel,Craig
40,Julio Teheran,527054,6797,6797,7404,*01cih*,BAL,SP,SP,Teheran,Julio,Teheran,Julio
41,Johnny Cueto,456501,6893,6893,6968,,LAA,SP,SP,Cueto,Johnny,Cueto,Johnny
42,Chase Anderson,502624,6895,6895,8781,*026k6*,TEX,RP,RP,Anderson,Chase,Anderson,Chase
43,Martin Perez,527048,6902,6902,7791,*01fhm*,SD,SP,SP,Perez,Martin,Pérez,Martín
44,Luis Garcia,472610,6984,6984,8542,*0321h*,BOS,RP,RP,Garcia,Luis,García,Luis
45,Ryan Pressly,519151,7005,7005,8452,*02zif*,HOU,RP,RP,Pressly,Ryan,Pressly,Ryan
46,Daniel Hudson,543339,7146,7146,7627,*01fd0*,LAD,RP,RP,Hudson,Daniel,Hudson,Daniel
47,Salvador Perez,521692,7304,7304,8134,*01u75*,KC,C/1B,C/1B,Perez,Salvador,Perez,Salvador
48,Evan Scribner,519267,7525,,8055,,TB,RP,RP,Scribner,Evan,Scribner,Evan
49,Travis d’Arnaud,518595,7739,7739,8211,*01s99*,ATL,C,C,d’Arnaud,Travis,d’Arnaud,Travis
50,Miguel Rojas,500743,7802,7802,8807,*01t5w*,LAD,2B/SS,2B/SS,Rojas,Miguel,Rojas,Miguel
51,Hunter Strickland,519326,7836,7836,8890,*01ses*,LAA,RP,RP,Strickland,Hunter,Strickland,Hunter
52,Charlie Blackmon,453568,7859,7859,7553,*01sge*,COL,OF,OF,Blackmon,Charlie,Blackmon,Charlie
53,Will Smith,519293,8048,8048,8297,*01skh*,KC,RP,RP,Smith,Will,Smith,Will
54,Matt Carpenter,572761,8090,8090,8083,*021at*,STL,DH,1B,Carpenter,Matt,Carpenter,Matt
55,Bryan Shaw,543766,8110,8110,8090,,LAA,RP,RP,Shaw,Bryan,Shaw,Bryan
56,David Robertson,502085,8241,8241,7384,*005m0*,TEX,RP,RP,Robertson,David,Robertson,David
57,Paolo Espino,502179,8246,8246,9658,*02yxb*,TOR,SP,SP,Espino,Paolo,Espino,Paolo
58,Lucas Luetge,476595,8337,8337,8240,*021sx*,CHC,RP,RP,Luetge,Lucas,Luetge,Lucas
59,Donovan Solano,456781,8623,8623,8294,,SD,1B/2B/ 3B,1B/2B/ 3B,Solano,Donovan,Solano,Donovan
60,Justin Verlander,434378,8700,8700,5420,*000dp*,HOU,SP,SP,Verlander,Justin,Verlander,Justin
61,Wade Miley,489119,8779,8779,8137,*01sev*,MIL,SP,SP,Miley,Wade,Miley,Wade
62,Kirby Yates,489446,9073,9073,8808,*030vs*,TEX,RP,RP,Yates,Kirby,Yates,Kirby
63,Nathan Eovaldi,543135,9132,9132,8130,*01ut7*,TEX,SP,SP,Eovaldi,Nathan,Eovaldi,Nathan
64,Paul Goldschmidt,502671,9218,9218,8126,*01ual*,STL,1B,1B,Goldschmidt,Paul,Goldschmidt,Paul
65,Starling Marte,516782,9241,9241,7736,*01s9k*,NYM,OF,OF,Marte,Starling,Marte,Starling
66,Patrick Corbin,571578,9323,9323,8272,*01xfr*,WSH,SP,SP,Corbin,Patrick,Corbin,Patrick
67,Dallas Keuchel,572971,9434,9434,8321,*01z83*,MIL,SP,SP,Keuchel,Dallas,Keuchel,Dallas
68,Yan Gomes,543228,9627,9627,8290,*024o9*,FA,C,C,Gomes,Yan,,
69,Joe Kelly,523260,9761,9761,8316,*01sve*,LAD,RP,RP,Kelly,Joe,Kelly,Joe
70,Christian Vazquez,543877,9774,9774,8843,*029us*,MIN,C,C,Vazquez,Christian,Vázquez,Christian
71,Nolan Arenado,571448,9777,9777,8223,*01sy3*,STL,3B,3B,Arenado,Nolan,Arenado,Nolan
72,Andrew McCutchen,457705,9847,9847,6696,*01c1g*,PIT,DH,OF,McCutchen,Andrew,McCutchen,Andrew
73,DJ LeMahieu,518934,9874,9874,8079,*01sfi*,NYY,1B/3B,1B/2B/ 3B,LeMahieu,DJ,LeMahieu,DJ
74,Trayce Thompson,572204,9952,9952,9116,*01sb1*,CHC,OF,OF,Thompson,Trayce,Thompson,Trayce
75,Christian Bethancourt,542194,10028,10028,8615,*01sci*,CHC,C,C,Bethancourt,Christian,Bethancourt,Christian
76,Chris Owings,572008,10030,10030,8611,*01s8o*,LAD,SS,2B/SS,Owings,Chris,Owings,Chris
77,Tyler Matzek,554431,10058,10058,7675,*01iz0*,SF,RP,RP,Matzek,Tyler,Matzek,Tyler
78,Max Stassi,545358,10059,10059,8582,*01sc7*,CHW,C,C,Stassi,Max,Stassi,Max
79,Kyle Gibson,502043,10123,10123,8026,*01fha*,STL,SP,SP,Gibson,Kyle,Gibson,Kyle
80,Mike Trout,545361,10155,10155,7689,*01s8u*,LAA,OF,OF,Trout,Mike,Trout,Mike
81,Shelby Miller,571946,10197,10197,7683,*01sbv*,DET,RP,RP,Miller,Shelby,Miller,Shelby
82,Jose Iglesias,578428,10231,10231,7867,*01s98*,NYM,2B/3B,2B/3G,Iglesias,Jose,Iglesias,Jose
83,Aroldis Chapman,547973,10233,10233,7709,*01gya*,PIT,RP,RP,Chapman,Aroldis,Chapman,Aroldis
84,Randal Grichuk,545341,10243,10243,8773,*01s9c*,ARI,OF,OF,Grichuk,Randal,Grichuk,Randal
85,Zack Wheeler,554430,10310,10310,8235,*01sb3*,PHI,SP,SP,Wheeler,Zack,Wheeler,Zack
86,Erasmo Ramirez,541640,10314,10314,8242,*02cch*,TB,RP,RP,Ramirez,Erasmo,Ramírez,Erasmo
87,Michael Tonkin,543859,10315,10315,8541,,NYY,RP,RP,Tonkin,Michael,Tonkin,Michael
88,Marcell Ozuna,542303,10324,10324,8478,*01usi*,ATL,DH,DH,Ozuna,Marcell,Ozuna,Marcell
89,Enrique Hernandez,571771,10472,10472,8835,*02h98*,LAD,2B/SS/ 3B/OF,1B/2B/ SS/3B/OF,Hernandez,Enrique,Hernández,Enrique
90,Scott Alexander,518397,10591,10591,9149,*02hi5*,OAK,RP,RP,Alexander,Scott,Alexander,Scott
91,Chris Sale,519242,10603,10603,7887,*01uca*,ATL,SP,SP,Sale,Chris,Sale,Chris
92,Carlos Perez,542208,10642,10642,9035,,OAK,C,C/1B,Perez,Carlos,Pérez,Carlos
93,Rob Brantly,542963,10655,10655,8369,,TB,C,C,Brantly,Rob,Brantly,Rob
94,Andrew Bellatti,571479,10657,10657,9041,*02hc5*,PHI,RP,RP,Bellatti,Andrew,Bellatti,Andrew
95,Gio Urshela,570482,10681,10681,9069,*026rz*,DET,1B/3B,1B/SS/ 3B,Urshela,Gio,,
96,Shane Greene,572888,10756,10756,8754,*02hds*,TEX,RP,RP,Greene,Shane,Greene,Shane
97,Jurickson Profar,595777,10815,10815,8228,*01spl*,SD,OF,OF,Profar,Jurickson,Profar,Jurickson
98,Michael Mariot,592527,10835,10835,8753,,SEA,RP,RP,Mariot,Michael,Mariot,Michael
99,Rangel Ravelo,592660,10839,,9233,,SEA,DH,OF,Ravelo,Rangel,Ravelo,Rangel
100,Adam Duvall,594807,10950,10950,8829,*027ow*,ATL,OF,OF,Duvall,Adam,Duvall,Adam
101,Jacob deGrom,594798,10954,10954,8784,*02hjp*,TEX,SP,SP,deGrom,Jacob,deGrom,Jacob
102,Kevin Kiermaier,595281,11038,11038,8624,*0381o*,LAD,OF,OF,Kiermaier,Kevin,Kiermaier,Kevin
103,Whit Merrifield,593160,11281,11281,9365,*02hjk*,ATL,2B/3B/ OF,2B/3B/ OF,Merrifield,Whit,Merrifield,Whit
104,Tyler Lyons,544928,11334,,8493,*02haz*,NYY,RP,RP,Lyons,Tyler,Lyons,Tyler
105,Jake Marisnick,545350,11339,11339,8437,*01sit*,LAA,OF,OF,Marisnick,Jake,Marisnick,Jake
106,Yasmani Grandal,518735,11368,11368,8215,*01uqq*,PIT,C,C/1B,Grandal,Yasmani,Grandal,Yasmani
107,Tommy Kahnle,592454,11384,11384,8736,*02ccf*,NYY,RP,RP,Kahnle,Tommy,Kahnle,Tommy
108,Jose Quintana,500779,11423,11423,8280,*025kd*,NYM,SP,SP,Quintana,Jose,Quintana,Jose
109,Gary Sanchez,596142,11442,11442,8212,*01t9q*,MIL,C,C,Sanchez,Gary,Sánchez,Gary
110,Mark Canha,592192,11445,11445,8977,*025eo*,SF,1B/OF,1B/OF,Canha,Mark,Canha,Mark
111,Dixon Machado,553988,11472,11472,9050,*027h1*,HOU,SS,SS,Machado,Dixon,Machado,Dixon
112,Christian Yelich,592885,11477,11477,7903,*025dn*,MIL,OF,OF,Yelich,Christian,Yelich,Christian
113,Robbie Ray,592662,11486,11486,8775,*025j1*,SF,SP,SP,Ray,Robbie,Ray,Robbie
114,Joely Rodriguez,570257,11487,11487,9460,*03ani*,BOS,RP,RP,Rodriguez,Joely,Rodríguez,Joely
115,Michael A. Taylor,572191,11489,11489,8866,*02h9j*,PIT,OF,OF,Taylor,Michael A.,Taylor,Michael A.
116,Manny Machado,592518,11493,11493,7891,*01svq*,SD,3B,3B,Machado,Manny,Machado,Manny
117,Bryce Harper,547180,11579,11579,7885,*01fh9*,PHI,1B,1B,Harper,Bryce,Harper,Bryce
118,Jose Urena,570632,11589,11589,9010,*02j6w*,TEX,SP,SP,Urena,Jose,Ureña,José
119,Yolmer Sanchez,570560,11602,11602,8846,*02i35*,NYM,2B,2B,Sanchez,Yolmer,Sánchez,Yolmer
120,Willson Contreras,575929,11609,11609,9263,*03oh0*,STL,C,C,Contreras,Willson,Contreras,Willson
121,Brandon Drury,592273,11615,11615,8931,*02hlw*,LAA,1B/2B/ 3B,1B/2B/ 3B,Drury,Brandon,Drury,Brandon
122,Heath Hembree,592390,11632,11632,8604,,SEA,RP,RP,Hembree,Heath,Hembree,Heath
123,Jameson Taillon,592791,11674,11674,7886,*01srb*,CHC,SP,SP,Taillon,Jameson,Taillon,Jameson
124,Tayron Guerrero,594027,11691,11691,9300,*026t9*,LAA,RP,RP,Guerrero,Tayron,Guerrero,Tayron
125,Nick Castellanos,592206,11737,11737,8221,*01uc9*,PHI,OF,OF,Castellanos,Nick,Castellanos,Nick
126,J.T. Realmuto,592663,11739,11739,8800,*025i9*,PHI,C,C,Realmuto,J.T.,Realmuto,J.T.
127,Luke Jackson,592426,11752,11752,8716,*025ey*,ATL,RP,RP,Jackson,Luke,Jackson,Luke
128,Drew Smyly,592767,11760,11760,8246,*025ej*,CHC,RP,RP,Smyly,Drew,Smyly,Drew
129,Hector Neris,593576,11804,11804,8860,*03h90*,CHC,RP,RP,Neris,Hector,Neris,Héctor
130,James Paxton,572020,11828,11828,8424,*025l2*,BOS,SP,SP,Paxton,James,Paxton,James
131,Taijuan Walker,592836,11836,11836,8418,*025dq*,PHI,SP,SP,Walker,Taijuan,Walker,Taijuan
132,Joc Pederson,592626,11899,11899,8688,*026qc*,ARI,OF,OF,Pederson,Joc,Pederson,Joc
133,Matt Andriese,542882,12022,12022,8983,,MIA,RP,RP,Andriese,Matt,Andriese,Matt
134,Jon Berti,542932,12037,12037,10113,*02c4r*,NYY,SS/3B,2B/SS/ 3B/OF,Berti,Jon,Berti,Jon
135,Kyle Hendricks,543294,12049,12049,8841,*02bwg*,CHC,SP,SP,Hendricks,Kyle,Hendricks,Kyle
136,Scott McGough,543518,12056,12056,9130,*02btq*,ARI,RP,RP,McGough,Scott,McGough,Scott
137,Yimi Garcia,554340,12095,12095,8895,*02z0e*,SEA,RP,RP,Garcia,Yimi,García,Yimi
138,Max Kepler,596146,12144,12144,9172,*01vja*,MIN,OF,OF,Kepler,Max,Kepler,Max
139,Eddie Rosario,592696,12155,12155,8675,*025f7*,NYM,OF,OF,Rosario,Eddie,Rosario,Eddie
140,Austin Barnes,605131,12158,12158,9049,*02bwt*,LAD,C,C,Barnes,Austin,Barnes,Austin
141,Ben Gamel,592325,12160,12160,9197,*02hka*,NYM,OF,OF,Gamel,Ben,,
142,Xander Bogaerts,593428,12161,12161,8417,*025gb*,SD,2B/SS,2B/SS,Bogaerts,Xander,Bogaerts,Xander
143,Aaron Brooks,605156,12272,12272,8752,*02bwv*,OAK,SP,SP,Brooks,Aaron,Brooks,Aaron
144,Rougned Odor,596059,12282,12282,8718,*026ly*,NYY,2B,2B/OF,Odor,Rougned,Odor,Rougned
145,Chris Bassitt,605135,12304,12304,8879,*02c2h*,TOR,SP,SP,Bassitt,Chris,Bassitt,Chris
146,Colin Rea,607067,12317,12317,9124,*02bzn*,MIL,SP,SP,Rea,Colin,Rea,Colin
147,Jacob Barnes,606930,12323,12323,9277,*02c14*,WSH,RP,RP,Barnes,Jacob,Barnes,Jacob
148,Kevin Pillar,607680,12434,12434,8576,*02xi1*,LAA,OF,OF,Pillar,Kevin,Pillar,Kevin
149,Seth Lugo,607625,12447,12447,9312,*03sef*,KC,SP,SP,Lugo,Seth,Lugo,Seth
150,Curt Casali,592200,12510,12510,8847,*02bxm*,SF,C,C,Casali,Curt,Casali,Curt
151,Marcus Semien,543760,12533,12533,8602,*02bu9*,TEX,2B,2B,Semien,Marcus,Semien,Marcus
152,Eugenio Suarez,553993,12552,12552,8805,*02jh6*,ARI,3B,3B,Suarez,Eugenio,Suárez,Eugenio
153,Trevor Story,596115,12564,12564,8658,*02bqh*,BOS,SS,SS,Story,Trevor,Story,Trevor
154,Blake Treinen,595014,12572,12572,8756,*02bve*,LAD,RP,RP,Treinen,Blake,Treinen,Blake
155,Adrian Houser,605288,12718,12718,9175,*02brc*,CHC,RP,RP,Houser,Adrian,Houser,Adrian
156,Nick Martinez,607259,12730,12730,8748,*02c4q*,CIN,SP,SP,Martinez,Nick,Martinez,Nick
157,Rafael Montero,606160,12760,12760,8682,*02jhl*,HOU,RP,RP,Montero,Rafael,Montero,Rafael
158,Chris Devenski,606965,12763,12763,9342,*02i31*,SEA,RP,RP,Devenski,Chris,Devenski,Chris
159,Sonny Gray,543243,12768,12768,8546,*0260v*,STL,SP,SP,Gray,Sonny,Gray,Sonny
160,Matt Wisler,605538,12804,12804,8703,,TOR,RP,RP,Wisler,Matt,Wisler,Matt
161,Mike Clevinger,605182,12808,12808,9210,*02bsw*,CHW,SP,SP,Clevinger,Mike,Clevinger,Mike
162,Andrew Kittredge,552640,12828,12828,9706,*04ggi*,STL,RP,RP,Kittredge,Andrew,Kittredge,Andrew
163,George Springer,543807,12856,12856,8433,*025he*,TOR,OF,OF,Springer,George,Springer,George
164,Shawn Armstrong,542888,12857,12857,9123,*02c47*,STL,RP,RP,Armstrong,Shawn,Armstrong,Shawn
165,James McCann,543510,12859,12859,8897,*02bra*,BAL,C,C,McCann,James,McCann,James
166,Anthony Rendon,543685,12861,12861,8225,*01tt9*,LAA,3B,3B,Rendon,Anthony,Rendon,Anthony
167,Matt Barnes,598264,12863,12863,8428,*0260w*,WSH,RP,RP,Barnes,Matt,Barnes,Matt
168,Andrew McKirahan,605374,12870,,8990,,MIA,RP,RP,McKirahan,Andrew,McKirahan,Andrew
169,Tyler Anderson,542881,12880,12880,9107,*026mq*,LAA,SP,SP,Anderson,Tyler,Anderson,Tyler
170,Ken Giles,571704,12910,12910,8810,*02bvf*,ATL,RP,RP,Giles,Ken,Giles,Ken
171,Francisco Lindor,596019,12916,12916,8226,*02611*,NYM,SS,SS,Lindor,Francisco,Lindor,Francisco
172,Brandon Nimmo,607043,12927,12927,8955,*02bq2*,NYM,OF,OF,Nimmo,Brandon,Nimmo,Brandon
173,Joe Musgrove,605397,12970,12970,9248,*02bqy*,SD,SP,SP,Musgrove,Joe,Musgrove,Joe
174,Joe Ross,605452,12972,12972,9065,*02bq6*,MIL,SP,SP,Ross,Joe,Ross,Joe
175,Austin Hedges,595978,12976,12976,8431,*02brk*,CLE,C,C,Hedges,Austin,Hedges,Austin
176,Javier Baez,595879,12979,12979,8643,*026mn*,DET,SS,SS,Baez,Javier,Báez,Javier
177,Cam Gallagher,595956,12981,12981,9544,*02brd*,PHI,C,C,Gallagher,Cam,Gallagher,Cam
178,Andrew Chafin,605177,12988,12988,8863,*02bqd*,TEX,RP,RP,Chafin,Andrew,Chafin,Andrew
179,Anthony DeSclafani,543101,13050,13050,8786,*02but*,MIN,SP,SP,DeSclafani,Anthony,DeSclafani,Anthony
180,Teoscar Hernandez,606192,13066,13066,9428,*02xic*,LAD,OF,OF,Hernandez,Teoscar,Hernández,Teoscar
181,Yu Darvish,506433,13074,13074,8210,*01c5l*,SD,SP,SP,Darvish,Yu,Darvish,Yu
182,Gerrit Cole,543037,13125,13125,8231,*01spo*,NYY,SP,SP,Cole,Gerrit,Cole,Gerrit
183,Derek Law,571882,13133,13133,9289,*02bx6*,WSH,RP,RP,Law,Derek,Law,Derek
184,Josh Bell,605137,13145,13145,8962,*026lz*,ARI,1B,1B,Bell,Josh,Bell,Josh
185,Jorge Polanco,593871,13152,13152,8832,*02yd1*,SEA,2B,2B/3B,Polanco,Jorge,Polanco,Jorge
186,Eduardo Rodriguez,593958,13164,13164,8632,*029si*,ARI,SP,SP,Rodriguez,Eduardo,Rodriguez,Eduardo
187,Kyle Crick,605195,13182,13182,8714,,NYM,RP,RP,Crick,Kyle,Crick,Kyle
188,Orlando Arcia,606115,13185,13185,8950,*02i1q*,ATL,SS,SS,Arcia,Orlando,Arcia,Orlando
189,Michael Fulmer,605242,13218,13218,9217,*02bqj*,BOS,RP,RP,Fulmer,Michael,Fulmer,Michael
190,Ross Stripling,548389,13273,13273,9281,*02bwr*,OAK,SP,SP,Stripling,Ross,Stripling,Ross
191,Matt Carasiti,571539,13276,13276,9429,*02mzv*,ATL,RP,RP,Carasiti,Matt,Carasiti,Matt
192,Jesse Hahn,534910,13287,13287,8803,,LAD,RP,RP,Hahn,Jesse,Hahn,Jesse
193,Danny Coulombe,543056,13293,13293,8921,*02hxd*,BAL,RP,RP,Coulombe,Danny,Coulombe,Danny
194,Max Muncy,571970,13301,13301,8691,*02mzg*,LAD,3B,3B,Muncy,Max,Muncy,Max
195,Ildemaro Vargas,545121,13324,13324,9562,*0433b*,WSH,2B/3B,2B/SS/ 3B/OF,Vargas,Ildemaro,Vargas,Ildemaro
196,Jake Lamb,571875,13329,13329,8862,*02mzn*,PIT,1B,1B,Lamb,Jake,Lamb,Jake
197,Omar Narvaez,553882,13338,13338,9400,*043f8*,HOU,C,C,Narvaez,Omar,Narváez,Omar
198,Adrian Sampson,592716,13339,13339,9382,*02c2m*,TEX,SP,SP,Sampson,Adrian,Sampson,Adrian
199,Luis Cessa,570666,13345,13345,9200,*03am2*,PIT,RP,RP,Cessa,Luis,Cessa,Luis
200,Luke Maile,571912,13355,13355,9143,*02n1q*,CIN,C,C,Maile,Luke,Maile,Luke
201,Steven Matz,571927,13361,13361,8689,*02h8d*,STL,SP,SP,Matz,Steven,Matz,Steven
202,Erik Gonzalez,570481,13369,13369,9206,*03bnk*,CIN,SS,SS,Gonzalez,Erik,González,Erik
203,Dylan Floro,571670,13394,13394,9401,*02hhd*,ARI,RP,RP,Floro,Dylan,Floro,Dylan
204,Wynton Bernard,592144,13408,13408,9216,*03eq5*,MIN,OF,OF,Bernard,Wynton,Bernard,Wynton
205,Christian Walker,572233,13419,13419,8924,*02mw3*,ARI,1B,1B,Walker,Christian,Walker,Christian
206,Matt Koch,571863,13420,13420,9284,*02bzh*,COL,RP,RP,Koch,Matt,Koch,Matt
207,Marcus Stroman,573186,13431,13431,8721,*02hg4*,NYY,SP,SP,Stroman,Marcus,Stroman,Marcus
208,Pierce Johnson,572955,13435,13435,8645,*02hdy*,ATL,RP,RP,Johnson,Pierce,Johnson,Pierce
209,Taylor Rogers,573124,13449,13449,9225,*02n3l*,SF,RP,RP,Rogers,Taylor,Rogers,Taylor
210,Lucas Sims,608371,13470,13470,8630,*02mw7*,BOS,RP,RP,Sims,Lucas,Sims,Lucas
211,Connor Sadzeck,592712,13483,13483,9241,,PIT,RP,RP,Sadzeck,Connor,Sadzeck,Connor
212,Tom Murphy,608596,13499,13499,8657,*02t8m*,SF,C,C,Murphy,Tom,Murphy,Tom
213,Jose Ramirez,608070,13510,13510,8594,*01ub6*,CLE,3B,3B,Ramirez,Jose,Ramírez,José
214,Matt Bowman,621199,13528,13528,9273,*02n53*,BAL,RP,RP,Bowman,Matt,Bowman,Matt
215,Blake Snell,605483,13543,13543,9328,*02bqr*,SF,SP,SP,Snell,Blake,Snell,Blake
216,Steven Okert,595345,13580,13580,9290,*02myt*,MIN,RP,RP,Okert,Steven,Okert,Steven
217,Jesse Winker,608385,13590,13590,8647,*02mwg*,NYM,OF,OF,Winker,Jesse,Winker,Jesse
218,Robert Stephenson,596112,13594,13594,8650,*02bq7*,LAA,RP,RP,Stephenson,Robert,Stephenson,Robert
219,Patrick Wisdom,621550,13602,13602,9805,*02mws*,CHC,1B/3B,1B/3B/ OF,Wisdom,Patrick,Wisdom,Patrick
220,Mookie Betts,605141,13611,13611,8638,*02btf*,LAD,2B/SS/ OF,2B/SS/ OF,Betts,Mookie,Betts,Mookie
221,Ketel Marte,606466,13613,13613,9112,*0326s*,ARI,2B,2B,Marte,Ketel,Marte,Ketel
222,Carson Kelly,608348,13620,13620,9452,*02mxf*,TEX,C,C,Kelly,Carson,Kelly,Carson
223,Jeimer Candelario,600869,13621,13621,9264,*027fx*,CIN,1B/3B,1B/3B,Candelario,Jeimer,Candelario,Jeimer
224,Corey Seager,608369,13624,13624,8668,*02mw6*,TEX,SS,SS,Seager,Corey,Seager,Corey
225,Sal Romano,607219,13690,13690,9256,,BOS,RP,RP,Romano,Sal,Romano,Sal
226,Kyle Barraclough,607457,13713,13713,9121,,TEX,RP,RP,Barraclough,Kyle,Barraclough,Kyle
227,Jacob Stallings,607732,13723,13723,9384,*02j7h*,COL,C,C,Stallings,Jacob,Stallings,Jacob
228,Chris Taylor,621035,13757,13757,8852,*02u47*,LAD,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Taylor,Chris,Taylor,Chris
229,Chris Stratton,608717,13761,13761,9292,*02mw1*,KC,RP,RP,Stratton,Chris,Stratton,Chris
230,Dominic Leone,608678,13763,13763,8750,*02n7j*,CHW,RP,RP,Leone,Dominic,Leone,Dominic
231,JT Chargois,608638,13767,13767,9221,,SEA,RP,RP,Chargois,JT,Chargois,JT
232,Travis Jankowski,608671,13768,13768,9125,*02j2v*,TEX,OF,OF,Jankowski,Travis,Jankowski,Travis
233,Rob Refsnyder,608701,13770,13770,8929,*02mzf*,BOS,OF,OF,Refsnyder,Rob,Refsnyder,Rob
234,Zach Eflin,621107,13774,13774,9379,*02mwq*,BAL,SP,SP,Eflin,Zach,Eflin,Zach
235,Alex Wood,622072,13781,13781,8506,*02mwv*,OAK,SP,SP,Wood,Alex,Wood,Alex
236,Matt Strahm,621381,13799,13799,9205,*02nax*,PHI,RP,RP,Strahm,Matt,Strahm,Matt
237,Kevin Plawecki,608700,13807,13807,8680,,SD,C,C,Plawecki,Kevin,Plawecki,Kevin
238,Matt Duffy,622110,13836,13836,8856,*02c5y*,TEX,2B/3B,1B/2B/ 3B,Duffy,Matt,Duffy,Matt
239,Joey Wendle,621563,13853,13853,9234,*02mzu*,ATL,SS,SS,Wendle,Joey,Wendle,Joey
240,Paul Sewald,623149,13892,13892,9642,*02n2x*,ARI,RP,RP,Sewald,Paul,Sewald,Paul
